"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;47;2602
2;2;62;3466
3;3;70;3919
4;4;62;3453
5;5;39;2157
6;6;28;1548
7;7;20;1118
8;8;20;1118
9;9;41;2291
10;10;52;2897
11;11;71;3941
12;12;71;3978
13;13;50;2784
14;14;29;1596
15;15;20;1109
16;16;20;1122
17;17;41;2262
18;18;52;2892
19;19;60;3344
20;20;60;3319
21;21;33;1824
22;22;18;1005
23;23;10;558
24;24;2;107
25;25;21;1157
26;26;32;1776
27;27;40;2233
28;28;40;2199
29;29;19;1036
30;30;8;449
31;31;21;1178
32;32;33;1841
33;33;50;2792
34;34;54;3003
35;35;60;3345
36;36;60;3342
37;37;39;2147
38;38;28;1560
39;39;20;1133
40;40;20;1076
41;41;52;2910
42;42;61;3386
43;43;72;3988
44;44;62;3431
45;45;39;2166
46;46;28;1534
47;47;20;1105
48;48;20;1094
49;49;41;2291
50;50;52;2908
51;51;58;3207
52;52;50;2774
53;53;30;1644
54;54;9;506
55;55;0;0
56;56;0;0
57;57;21;1154
58;58;32;1769
59;59;40;2260
60;60;40;2201
61;61;28;1564
62;62;29;1619
63;63;30;1657
64;64;21;1171
65;65;41;2286
66;66;52;2858
67;67;60;3334
68;68;60;3299
69;69;39;2178
70;70;28;1555
71;71;30;1675
72;72;28;1547
73;73;50;2761
74;74;54;2980
75;75;60;3357
76;76;60;3320
77;77;39;2171
78;78;28;1555
79;79;20;1115
80;80;20;1119
81;81;51;2828
82;82;49;2712
83;83;51;2794
84;84;42;2320
85;85;19;1063
86;86;8;452
87;87;0;0
88;88;0;0
89;89;21;1161
90;90;32;1761
91;91;51;2833
92;92;50;2770
93;93;28;1582
94;94;26;1448
95;95;20;1101
96;96;20;1107
97;97;41;2273
98;98;52;2880
99;99;60;3326
100;100;60;3301
101;101;49;2710
102;102;38;2109
103;103;30;1677
104;104;22;1213
105;105;41;2283
106;106;52;2862
107;107;60;3304
108;108;60;3295
109;109;39;2172
110;110;28;1556
111;111;28;1557
112;112;30;1660
113;113;51;2848
114;114;36;1995
115;115;40;2235
116;116;40;2227
117;117;19;1053
118;118;8;438
119;119;0;0
120;120;0;0
121;121;30;1668
122;122;44;2451
123;123;49;2691
124;124;48;2670
125;125;39;2178
126;126;28;1547
127;127;20;1101
128;128;20;1106
129;129;41;2276
130;130;52;2878
131;131;69;3816
132;132;69;3812
133;133;49;2704
134;134;29;1604
135;135;20;1099
136;136;20;1110
137;137;41;2272
138;138;52;2892
139;139;60;3326
140;140;60;3355
141;141;49;2723
142;142;38;2103
143;143;31;1723
144;144;14;781
145;145;21;1177
146;146;32;1786
147;147;40;2248
148;148;40;2194
149;149;19;1068
150;150;8;442
151;151;8;455
152;152;9;507
153;153;34;1867
154;154;33;1838
155;155;40;2205
156;156;50;2781
157;157;39;2169
158;158;28;1550
159;159;20;1108
160;160;20;1096
161;161;50;2765
162;162;63;3534
163;163;68;3737
164;164;63;3487
165;165;39;2160
166;166;28;1543
167;167;20;1110
168;168;20;1109
169;169;41;2309
170;170;52;2904
171;171;70;3874
172;172;70;3895
173;173;50;2787
174;174;29;1592
175;175;20;1107
176;176;10;548
177;177;21;1168
178;178;32;1775
179;179;40;2227
180;180;40;2239
181;181;27;1499
182;182;16;871
183;183;10;560
184;184;2;113
185;185;21;1148
186;186;35;1944
187;187;60;3334
188;188;60;3347
189;189;39;2147
190;190;28;1537
191;191;30;1683
192;192;31;1731
193;193;52;2867
194;194;55;3024
195;195;60;3357
196;196;60;3342
197;197;39;2182
198;198;28;1560
199;199;20;1104
200;200;20;1138
201;201;50;2743
202;202;62;3437
203;203;72;3994
204;204;61;3388
205;205;39;2176
206;206;25;1391
207;207;0;0
208;208;0;0
209;209;21;1147
210;210;32;1775
211;211;50;2762
212;212;49;2702
213;213;28;1547
214;214;9;501
215;215;0;0
216;216;0;0
217;217;21;1158
218;218;46;2551
219;219;60;3341
220;220;60;3323
221;221;48;2700
222;222;37;2058
223;223;29;1612
224;224;22;1235
225;225;41;2270
226;226;52;2908
227;227;60;3326
228;228;60;3309
229;229;39;2154
230;230;28;1553
231;231;31;1725
232;232;29;1605
233;233;49;2738
234;234;55;3056
235;235;60;3332
236;236;60;3358
237;237;39;2153
238;238;14;782
239;239;0;0
240;240;0;0
241;241;33;1812
242;242;41;2269
243;243;48;2664
244;244;42;2323
245;245;19;1072
246;246;8;447
247;247;0;0
248;248;5;277
249;249;37;2044
250;250;52;2869
251;251;70;3888
252;252;69;3811
253;253;49;2701
254;254;30;1637
255;255;20;1107
256;256;20;1105
257;257;41;2295
258;258;52;2876
259;259;60;3324
260;260;60;3325
261;261;48;2661
262;262;37;2058
263;263;31;1725
264;264;22;1222
265;265;41;2285
266;266;52;2906
267;267;60;3320
268;268;55;3018
269;269;23;1287
270;270;8;447
271;271;9;495
272;272;9;498
273;273;32;1767
274;274;34;1911
275;275;40;2211
276;276;40;2209
277;277;19;1063
278;278;10;561
279;279;10;547
280;280;12;669
281;281;50;2806
282;282;61;3356
283;283;71;3947
284;284;62;3443
285;285;39;2146
286;286;28;1573
287;287;20;1112
288;288;20;1112
289;289;41;2264
290;290;52;2862
291;291;70;3885
292;292;69;3849
293;293;50;2749
294;294;29;1581
295;295;20;1092
296;296;20;1120
297;297;41;2282
298;298;50;2798
299;299;50;2788
300;300;48;2664
301;301;29;1600
302;302;18;982
303;303;11;604
304;304;1;58
305;305;21;1178
306;306;32;1761
307;307;40;2215
308;308;40;2239
309;309;20;1120
310;310;17;959
311;311;19;1049
312;312;26;1435
313;313;52;2892
314;314;54;2993
315;315;60;3327
316;316;59;3256
317;317;39;2203
318;318;28;1548
319;319;20;1122
320;320;20;1098
321;321;52;2855
322;322;62;3463
323;323;68;3769
324;324;63;3495
325;325;40;2219
326;326;27;1499
327;327;21;1168
328;328;19;1054
329;329;41;2268
330;330;42;2332
331;331;61;3390
332;332;55;3057
333;333;30;1668
334;334;9;510
335;335;0;0
336;336;0;0
337;337;21;1152
338;338;32;1760
339;339;40;2207
340;340;45;2472
341;341;37;2072
342;342;30;1672
343;343;28;1561
344;344;21;1164
345;345;41;2260
346;346;52;2921
347;347;60;3350
348;348;60;3346
349;349;39;2154
350;350;28;1535
351;351;28;1536
352;352;31;1724
353;353;50;2787
354;354;53;2924
355;355;60;3359
356;356;60;3305
357;357;39;2169
358;358;28;1539
359;359;20;1102
360;360;15;828
361;361;40;2231
362;362;50;2756
363;363;52;2873
364;364;43;2364
365;365;19;1050
366;366;8;444
367;367;0;0
368;368;0;0
369;369;21;1171
370;370;35;1960
371;371;59;3301
372;372;60;3329
373;373;40;2223
374;374;31;1709
375;375;19;1065
376;376;21;1158
377;377;40;2228
378;378;52;2881
379;379;61;3407
380;380;59;3261
381;381;49;2725
382;382;37;2062
383;383;32;1760
384;384;22;1196
385;385;41;2277
386;386;51;2841
387;387;60;3355
388;388;60;3340
389;389;40;2236
390;390;25;1396
391;391;21;1145
392;392;18;997
393;393;42;2332
394;394;33;1831
395;395;40;2229
396;396;40;2234
397;397;19;1066
398;398;8;447
399;399;0;0
400;400;2;107
401;401;39;2156
402;402;51;2832
403;403;59;3242
404;404;52;2878
405;405;33;1841
406;406;28;1541
407;407;20;1112
408;408;20;1096
409;409;41;2275
410;410;52;2914
411;411;68;3781
412;412;70;3901
413;413;52;2885
414;414;30;1685
415;415;20;1098
416;416;20;1105
417;417;41;2297
418;418;52;2911
419;419;60;3337
420;420;58;3215
