"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;528;248;0,46969696969697;5,79165759023918;0,63212104532467
10;1384;220;0,158959537572254;10,9364353672149;0,79008108578046
15;1909;175;0,0916710319539026;14,0959031608297;0,84909711034791
20;2783;145;0,052102048149479;20,9536044836027;0,94869905916692
25;3292;146;0,0443499392466586;33,29174154016;1,0238655106785
30;4166;32;0,00768122899663946;77,5245177509733;1,2493667170218
35;4666;8;0,00171453064723532;98,3340375541631;1,1078305063289
40;5557;9;0,00161957890948353;119,425669223623;0,71766213819904
45;6060;1;0,000165016501650165;134,793390886134;0,56064869082557
50;6944;1;0,000144009216589862;155,904125583843;0,38107230994254
